FX,ex_sec,ex_cost,opt_sec,opt_cost
19890,0.2,nan,0.07,nan
19891,0.26,nan,0.08,nan
19892,0.24,nan,0.09,nan
19893,0.26,nan,0.08,nan
19894,0.22,nan,0.08,nan
19895,0.33,nan,0.1,nan
19896,0.58,nan,0.1,nan
19897,0.49,nan,0.09,nan
19898,0.33,nan,0.1,nan
19899,0.36,nan,0.13,nan
19900,0.36,nan,0.08,nan
19901,0.24,nan,0.09,nan
19902,0.32,nan,0.2,nan
19903,0.4,nan,0.12,nan
19904,0.51,nan,0.09,nan
19905,0.44,nan,0.08,nan
19906,0.13,nan,0.09,nan
19907,0.33,nan,0.1,nan
19908,0.12,14,0.11,13
19909,0.63,nan,0.08,nan
19910,0.22,nan,0.08,nan
19911,0.33,nan,0.11,nan
19912,0.35,nan,0.09,nan
19913,0.36,nan,0.04,nan
19914,0.45,nan,0.14,nan
19915,0.51,nan,0.12,nan
19916,0.06,14,0.12,11
19917,0.04,14,0.17,12
19918,0.46,nan,0.11,nan
19919,0.08,16,0.36,14
19920,0.33,nan,0.1,nan
19921,0.37,nan,0.07,nan
19922,0.31,nan,0.08,nan
19923,0.51,nan,0.06,nan
19924,0.31,nan,0.09,nan
19925,0.32,nan,0.08,nan
19926,0.32,nan,0.11,nan
19927,0.5,nan,0.12,nan
19928,0.42,nan,0.1,nan
19929,0.28,nan,0.07,nan
19930,0.57,nan,0.16,nan
19931,0.57,nan,0.1,nan
19932,0.43,nan,0.06,nan
19933,0.18,15,0.28,14
19934,0.56,nan,0.15,nan
19935,0.74,nan,0.28,nan
19936,0.35,nan,0.08,nan
19937,0.3,nan,0.05,nan
19938,0.22,nan,0.08,nan
19939,0.35,nan,0.21,nan
19940,0.14,13,0.18,13
19941,0.37,nan,0.09,nan
19942,0.34,nan,0.13,nan
19943,0.34,nan,0.15,nan
19944,0.21,nan,0.12,nan
19945,0.33,nan,0.06,nan
19946,0.51,nan,0.11,nan
19947,0.41,nan,0.15,nan
19948,0.13,13,0.18,13
19949,0.12,15,0.18,14
19950,0.14,14,0.12,11
19951,0.19,15,0.16,12
19952,0.42,nan,0.11,nan
19953,0.15,nan,0.06,nan
19954,0.36,nan,0.09,nan
19955,0.33,nan,0.11,nan
19956,0.43,nan,0.13,nan
19957,0.11,14,0.11,11
19958,0.37,nan,0.13,nan
19959,0.32,nan,0.17,nan
19960,0.26,nan,0.08,nan
19961,0.31,nan,0.08,nan
19962,0.64,nan,0.11,nan
19963,0.57,nan,0.14,nan
19964,0.04,14,0.12,11
19965,0.06,15,0.11,12
19966,0.51,nan,0.15,nan
19967,0.68,nan,0.13,nan
19968,0.1,14,0.05,6
19969,0.1,nan,0.04,nan
19970,0.04,14,0.04,8
19971,0.45,nan,0.13,nan
19972,0.31,nan,0.06,nan
19973,0.21,nan,0.04,nan
19974,0.16,nan,0.07,nan
19975,0.34,nan,0.09,nan
19976,0.23,nan,0.06,nan
19977,0.09,nan,0.05,nan
19978,0.03,12,0.03,6
19979,0.03,11,0.05,8
19980,0.29,nan,0.09,nan
19981,0.23,nan,0.04,nan
19982,0.03,12,0.03,6
19983,0.03,14,0.09,9
19984,0.16,nan,0.06,nan
19985,0.21,nan,0.04,nan
19986,0.25,nan,0.04,nan
19987,0.4,nan,0.06,nan
19988,0.16,nan,0.05,nan
19989,0.41,nan,0.07,nan
19990,0.24,nan,0.06,nan
19991,0.23,nan,0.07,nan
19992,0.28,nan,0.05,nan
19993,0.2,nan,0.06,nan
19994,0.03,12,0.08,11
19995,0.07,11,0.05,8
19996,0.24,nan,0.04,nan
19997,0.23,nan,0.07,nan
19998,0.23,nan,0.05,nan
19999,0.2,nan,0.07,nan
20000,0.21,nan,0.04,nan
20001,0.2,nan,0.05,nan
20002,0.11,14,0.12,11
20003,0.32,nan,0.08,nan
20004,0.34,nan,0.07,nan
20005,0.2,nan,0.08,nan
20006,0.28,nan,0.12,nan
20007,0.27,nan,0.11,nan
20008,0.27,nan,0.04,nan
20009,0.17,nan,0.06,nan
20010,0.04,12,0.04,8
20011,0.06,14,0.12,13
20012,0.19,nan,0.05,nan
20013,0.19,nan,0.07,nan
20014,0.06,10,0.06,9
20015,0.34,13,0.66,13
20016,0.08,13,0.11,8
20017,0.29,nan,0.07,nan
20018,0.07,13,0.06,11
20019,0.04,13,0.04,8
20020,0.31,nan,0.12,nan
20021,0.41,nan,0.11,nan
20022,0.27,nan,0.09,nan
20023,0.5,nan,0.13,nan
20024,0.44,nan,0.08,nan
20025,0.18,nan,0.06,nan
20026,0.03,13,0.06,8
20027,0.03,12,0.07,8
20028,0.46,nan,0.09,nan
20029,0.29,nan,0.08,nan
20030,0.04,11,0.07,9
20031,0.04,13,0.08,9
20032,0.05,10,0.06,8
20033,0.08,nan,0.05,nan
20034,0.06,13,0.14,11
20035,0.45,nan,0.16,nan
20036,0.03,13,0.03,6
20037,0.4,nan,0.05,nan
20038,0.03,13,0.05,8
20039,0.04,12,0.05,8
20040,0.28,nan,0.07,nan
20041,0.15,nan,0.08,nan
20042,0.03,15,0.05,8
20043,0.05,14,0.11,11
20044,0.04,12,0.04,6
20045,0.36,nan,0.07,nan
20046,0.04,14,0.02,4
20047,0.03,14,0.04,6
20048,0.07,13,0.12,11
20049,0.4,nan,0.09,nan
20050,0.19,12,0.08,11
20051,0.42,nan,0.09,nan
20052,0.05,12,0.05,8
20053,0.05,13,0.05,8
20054,0.09,13,0.09,11
20055,0.05,13,0.09,9
20056,0.58,nan,0.08,nan
20057,0.3,nan,0.05,nan
20058,0.04,11,0.05,8
20059,0.4,nan,0.14,nan
20060,0.09,10,0.06,9
20061,0.06,12,0.08,10
20062,0.03,13,0.04,6
20063,0.04,15,0.05,6
20064,0.14,nan,0.06,nan
20065,0.21,nan,0.05,nan
20066,0.07,12,0.07,11
20067,0.29,nan,0.13,nan
20068,0.05,12,0.08,11
20069,0.27,nan,0.04,nan
20070,0.04,10,0.05,8
20071,0.31,nan,0.1,nan
20072,0.29,nan,0.06,nan
20073,0.28,nan,0.06,nan
20074,0.14,12,0.07,11
20075,0.26,nan,0.09,nan
20076,0.31,nan,0.05,nan
20077,0.4,nan,0.07,nan
20078,0.03,12,0.03,6
20079,0.05,13,0.15,11
20080,0.19,12,0.11,11
20081,0.22,nan,0.07,nan
20082,0.29,nan,0.08,nan
20083,0.05,13,0.22,11
20084,0.03,11,0.05,8
20085,0.05,13,0.07,9
20086,0.05,13,0.08,11
20087,0.03,14,0.1,9
20088,0.34,nan,0.1,nan
20089,0.31,nan,0.06,nan
20090,0.04,13,0.19,11
20091,0.04,13,0.09,9
20092,0.08,12,0.08,9
20093,0.16,14,0.19,12
20094,0.04,13,0.11,9
20095,0.03,14,0.04,6
20096,0.17,nan,0.04,nan
20097,0.09,nan,0.05,nan
20098,0.18,nan,0.05,nan
20099,0.26,nan,0.07,nan
20100,0.2,nan,0.04,nan
20101,0.19,nan,0.05,nan
20102,0.2,nan,0.06,nan
20103,0.23,nan,0.05,nan
20104,0.2,nan,0.07,nan
20105,0.15,nan,0.04,nan
20106,0.43,nan,0.1,nan
20107,0.27,nan,0.06,nan
20108,0.14,nan,0.05,nan
20109,0.16,nan,0.07,nan
20110,0.32,nan,0.13,nan
20111,0.39,nan,0.09,nan
20112,0.14,nan,0.04,nan
20113,0.21,nan,0.09,nan
20114,0.22,nan,0.06,nan
20115,0.5,nan,0.06,nan
20116,0.16,nan,0.1,nan
20117,0.25,nan,0.07,nan
20118,0.24,nan,0.07,nan
20119,0.27,nan,0.08,nan
20120,0.25,nan,0.06,nan
20121,0.27,nan,0.05,nan
20122,0.22,nan,0.08,nan
20123,0.27,nan,0.11,nan
20124,0.18,nan,0.06,nan
20125,0.32,nan,0.07,nan
20126,0.32,nan,0.08,nan
20127,0.44,nan,0.09,nan
20128,0.32,nan,0.08,nan
20129,0.18,nan,0.03,nan
20130,0.24,nan,0.09,nan
20131,0.39,nan,0.14,nan
20132,0.16,nan,0.06,nan
20133,0.15,nan,0.09,nan
20134,0.21,nan,0.1,nan
20135,0.22,nan,0.08,nan
20136,0.49,nan,0.11,nan
20137,0.17,nan,0.05,nan
20138,0.03,14,0.05,8
20139,0.45,nan,0.17,nan
20140,0.19,nan,0.07,nan
20141,0.17,nan,0.06,nan
20142,0.03,12,0.08,10
20143,0.04,15,0.22,14
20144,0.38,nan,0.07,nan
20145,0.33,nan,0.06,nan
20146,0.4,nan,0.08,nan
20147,0.32,nan,0.08,nan
20148,0.2,nan,0.04,nan
20149,0.36,nan,0.08,nan
20150,0.2,nan,0.09,nan
20151,0.34,nan,0.08,nan
20152,0.55,nan,0.07,nan
20153,0.42,nan,0.08,nan
20154,0.03,12,0.08,9
20155,0.08,15,0.09,10
20156,0.2,nan,0.16,nan
20157,0.28,nan,0.06,nan
20158,0.12,13,0.27,12
20159,0.13,13,0.07,10
20160,0.4,nan,0.1,nan
20161,0.16,nan,0.06,nan
20162,0.28,nan,0.11,nan
20163,0.25,nan,0.09,nan
20164,0.03,13,0.05,8
20165,0.35,nan,0.06,nan
20166,0.15,14,0.13,11
20167,0.39,nan,0.1,nan
20168,0.5,nan,0.12,nan
20169,0.13,nan,0.05,nan
20170,0.05,13,0.07,8
20171,0.37,nan,0.08,nan
20172,0.04,14,0.08,9
20173,0.19,nan,0.07,nan
20174,0.03,12,0.04,6
20175,0.03,14,0.08,8
20176,0.39,nan,0.1,nan
20177,0.2,nan,0.11,nan
20178,0.34,nan,0.1,nan
20179,0.27,nan,0.11,nan
20180,0.08,14,0.12,13
20181,0.53,nan,0.09,nan
20182,0.47,nan,0.1,nan
20183,0.42,nan,0.15,nan
20184,0.42,nan,0.08,nan
20185,0.14,nan,0.08,nan
20186,0.62,nan,0.09,nan
20187,0.52,nan,0.13,nan
20188,0.09,14,0.17,13
20189,0.06,14,0.18,14
20190,0.08,15,0.09,11
20191,0.09,15,0.14,12
20192,0.31,nan,0.08,nan
20193,0.36,nan,0.07,nan
20194,0.52,nan,0.18,nan
20195,0.47,nan,0.07,nan
20196,0.04,13,0.06,8
20197,0.34,nan,0.07,nan
20198,0.43,nan,0.16,nan
20199,0.56,nan,0.15,nan
20200,0.29,nan,0.07,nan
20201,0.19,nan,0.08,nan
20202,0.08,12,0.08,9
20203,0.45,nan,0.19,nan
20204,0.3,nan,0.07,nan
20205,0.31,nan,0.09,nan
20206,0.05,16,0.05,6
20207,0.26,15,0.18,12
20208,0.04,13,0.06,8
20209,0.14,nan,0.06,nan
20210,0.07,14,0.14,11
20211,0.06,13,0.15,11
20212,0.03,12,0.06,8
20213,0.08,11,0.08,10
20214,0.03,14,0.05,9
20215,0.06,14,0.38,12
20216,0.46,nan,0.11,nan
20217,0.19,nan,0.09,nan
20218,0.04,13,0.11,9
20219,0.08,13,0.37,12
20220,0.08,12,0.09,9
20221,0.06,12,0.08,10
20222,0.04,13,0.03,6
20223,0.03,14,0.05,7
20224,0.03,12,0.03,4
20225,0.21,nan,0.04,nan
20226,0.05,13,0.03,6
20227,0.04,16,0.04,6
20228,0.05,14,0.09,11
20229,0.2,nan,0.07,nan
20230,0.1,14,0.11,13
20231,0.06,14,0.11,11
20232,0.34,nan,0.1,nan
20233,0.13,nan,0.06,nan
20234,0.03,11,0.04,6
20235,0.04,12,0.09,9
20236,0.4,nan,0.16,nan
20237,0.2,nan,0.08,nan
20238,0.09,15,0.15,11
20239,0.03,14,0.06,7
20240,0.21,nan,0.04,nan
20241,0.3,nan,0.06,nan
20242,0.22,nan,0.04,nan
20243,0.26,nan,0.08,nan
20244,0.22,nan,0.05,nan
20245,0.39,nan,0.08,nan
20246,0.24,nan,0.05,nan
20247,0.61,nan,0.06,nan
20248,0.2,nan,0.04,nan
20249,0.18,nan,0.03,nan
20250,0.28,nan,0.08,nan
20251,0.43,nan,0.09,nan
20252,0.35,nan,0.05,nan
20253,0.31,nan,0.08,nan
20254,0.12,nan,0.04,nan
20255,0.05,15,0.06,9
20256,0.06,11,0.05,8
20257,0.23,nan,0.06,nan
20258,0.04,11,0.05,8
20259,0.04,12,0.06,9
20260,0.17,nan,0.06,nan
20261,0.15,nan,0.07,nan
20262,0.12,14,0.19,13
20263,0.03,14,0.19,13
20264,0.3,nan,0.06,nan
20265,0.26,nan,0.08,nan
20266,0.05,13,0.07,9
20267,0.13,14,0.22,13
20268,0.25,nan,0.07,nan
20269,0.2,nan,0.05,nan
20270,0.06,14,0.26,13
20271,0.04,14,0.06,9
20272,0.04,14,0.05,8
20273,0.25,nan,0.05,nan
20274,0.08,12,0.09,11
20275,0.03,14,0.04,6
20276,0.13,14,0.14,13
20277,0.2,nan,0.09,nan
20278,0.32,nan,0.12,nan
20279,0.06,15,0.09,11
20280,0.29,nan,0.1,nan
20281,0.23,nan,0.05,nan
20282,0.05,12,0.08,9
20283,0.03,13,0.09,9
20284,0.33,nan,0.13,nan
20285,0.17,nan,0.1,nan
20286,0.07,13,0.15,13
20287,0.06,12,0.09,9
20288,0.04,11,0.03,6
20289,0.26,nan,0.04,nan
20290,0.04,13,0.04,8
20291,0.05,12,0.06,8
20292,0.03,14,0.03,4
20293,0.03,12,0.07,8
20294,0.03,13,0.04,6
20295,0.03,13,0.04,6
20296,0.28,nan,0.1,nan
20297,0.31,nan,0.05,nan
20298,0.04,11,0.06,8
20299,0.04,12,0.15,11
20300,0.03,12,0.07,8
20301,0.11,15,0.14,12
20302,0.03,16,0.05,6
20303,0.03,13,0.03,5
20304,0.05,12,0.04,8
20305,0.06,11,0.05,8
